,mu,eta,longitude,latitude,Building_Station_Cost,Building_Charger_Cost
0,1.0,7.0,-65.55709159767302,-72.25646708774518,5000.0,3500.0
1,1.0,3.0,148.90863669413963,-83.68878695355188,5000.0,1500.0
2,0.0,0.0,-152.25391586738158,-84.54361058485559,0.0,0.0
3,0.0,0.0,-152.22215306558027,-89.78713972708609,0.0,0.0
