,beta,alpha,d,v,s,k,range_scenario,A_v_k
55,1.0,0.0,3.080685590856205,0,0,s55,118.22772701434998,1
56,0.0,0.0,0.0,0,0,s56,106.8248200296343,0
57,0.0,0.0,0.0,0,0,s57,88.61801887301223,0
58,0.0,0.0,0.0,0,0,s58,85.01830773166729,0
59,1.0,0.0,3.080685590856205,0,0,s59,43.3207630356894,1
60,1.0,0.0,3.080685590856205,0,0,s60,83.77225537579847,1
61,1.0,0.0,3.080685590856205,0,0,s61,124.81729091120803,1
62,0.0,0.0,0.0,0,0,s62,71.94324569016025,0
63,0.0,0.0,0.0,0,0,s63,152.43510690063,0
64,0.0,0.0,0.0,0,0,s64,85.52153033099114,0
65,1.0,0.0,3.080685590856205,0,0,s65,96.95039886839103,1
66,1.0,0.0,3.080685590856205,0,0,s66,49.25146558343549,1
67,0.0,0.0,0.0,0,0,s67,75.27500405408973,0
68,1.0,0.0,3.080685590856205,0,0,s68,48.64726885121132,1
69,0.0,0.0,0.0,0,0,s69,66.2836170477781,0
70,1.0,0.0,3.080685590856205,0,0,s70,40.32280921470381,1
71,0.0,0.0,0.0,0,0,s71,121.9607119677008,0
72,1.0,0.0,3.080685590856205,0,0,s72,26.78674890086369,1
73,1.0,0.0,3.080685590856205,0,0,s73,68.32484704241341,1
74,0.0,0.0,0.0,0,0,s74,105.38527738915592,0
75,1.0,0.0,3.080685590856205,0,0,s75,76.29456737119114,1
76,0.0,0.0,0.0,0,0,s76,139.92211565258725,0
77,0.0,0.0,0.0,0,0,s77,58.11111741507683,0
78,0.0,0.0,0.0,0,0,s78,65.7221357895003,0
79,0.0,0.0,0.0,0,0,s79,63.90671257494193,0
80,1.0,0.0,3.080685590856205,0,0,s80,43.55473273631217,1
81,0.0,0.0,0.0,0,0,s81,120.0425857530019,0
82,1.0,0.0,3.080685590856205,0,0,s82,48.46111732524679,1
83,1.0,0.0,3.080685590856205,0,0,s83,32.45709537380097,1
84,0.0,0.0,0.0,0,0,s84,59.3810768154674,0
85,1.0,0.0,3.080685590856205,0,0,s85,39.62931179295293,1
86,0.0,0.0,0.0,0,0,s86,62.9130113934405,0
87,1.0,0.0,3.080685590856205,0,0,s87,102.15511488739313,1
88,1.0,0.0,3.080685590856205,0,0,s88,68.3710825429039,1
89,1.0,0.0,3.080685590856205,0,0,s89,46.71807051740073,1
90,1.0,0.0,3.080685590856205,0,0,s90,60.46320139295638,1
91,1.0,0.0,3.080685590856205,0,0,s91,78.61904802345035,1
92,0.0,0.0,0.0,0,0,s92,110.72702359490016,0
93,1.0,0.0,3.080685590856205,0,0,s93,41.19900370963044,1
94,1.0,0.0,3.080685590856205,0,0,s94,103.59916850860048,1
95,1.0,0.0,3.080685590856205,0,0,s95,85.33577441286991,1
96,1.0,0.0,3.080685590856205,0,0,s96,45.937306893198055,1
97,1.0,0.0,3.080685590856205,0,0,s97,40.64833557035966,1
98,1.0,0.0,3.080685590856205,0,0,s98,75.51344273724173,1
99,0.0,0.0,0.0,0,0,s99,68.89189042413598,0
100,0.0,0.0,0.0,0,1,s0,127.86827445244218,0
101,0.0,0.0,0.0,0,1,s1,99.6075181963836,0
102,0.0,0.0,0.0,0,1,s2,115.99147238937952,1
103,0.0,0.0,0.0,0,1,s3,98.86223464155088,0
104,0.0,0.0,0.0,0,1,s4,56.71784896948529,1
105,0.0,0.0,0.0,0,1,s5,93.65517235124308,0
106,0.0,0.0,0.0,0,1,s6,43.68291668248384,1
107,0.0,0.0,0.0,0,1,s7,39.44593887217334,1
108,0.0,0.0,0.0,0,1,s8,110.43150662672046,0
109,0.0,0.0,0.0,0,1,s9,49.76206761385893,1
110,0.0,0.0,0.0,0,1,s10,43.71596388649433,1
111,0.0,0.0,0.0,0,1,s11,103.3657195543187,0
112,0.0,0.0,0.0,0,1,s12,10.65349567872262,1
113,0.0,0.0,0.0,0,1,s13,96.81755375862052,0
114,0.0,0.0,0.0,0,1,s14,71.95887442553803,1
115,0.0,0.0,0.0,0,1,s15,97.6681089979,0
116,0.0,0.0,0.0,0,1,s16,54.60109158770531,1
117,0.0,0.0,0.0,0,1,s17,93.10474412299646,0
118,0.0,0.0,0.0,0,1,s18,59.76467385335484,1
119,0.0,0.0,0.0,0,1,s19,133.36805228998367,0
120,0.0,0.0,0.0,0,1,s20,23.829309709598164,1
121,0.0,0.0,0.0,0,1,s21,90.78359576025402,1
122,0.0,0.0,0.0,0,1,s22,76.1262926477773,1
123,0.0,0.0,0.0,0,1,s23,116.48324740524596,0
124,0.0,0.0,0.0,0,1,s24,52.89980317941006,0
125,0.0,0.0,0.0,0,1,s25,101.35002077580911,0
126,0.0,0.0,0.0,0,1,s26,66.2832523107652,1
127,0.0,0.0,0.0,0,1,s27,44.058170718245904,1
128,0.0,0.0,0.0,0,1,s28,49.67744878784012,1
129,0.0,0.0,0.0,0,1,s29,41.17264230728735,0
130,0.0,0.0,0.0,0,1,s30,33.9438854721859,1
131,0.0,0.0,0.0,0,1,s31,68.88354896218367,1
132,0.0,0.0,0.0,0,1,s32,105.36848253079394,0
133,0.0,0.0,0.0,0,1,s33,76.65989204224581,0
134,0.0,0.0,0.0,0,1,s34,36.59715414195487,1
135,0.0,0.0,0.0,0,1,s35,69.6652102982588,0
136,0.0,0.0,0.0,0,1,s36,87.5291238673226,1
137,0.0,0.0,0.0,0,1,s37,90.05972601056098,0
138,0.0,0.0,0.0,0,1,s38,60.67291281897072,1
139,0.0,0.0,0.0,0,1,s39,11.500347111865096,1
140,0.0,0.0,0.0,0,1,s40,23.68717615654046,1
141,0.0,0.0,0.0,0,1,s41,110.1298466894568,0
142,0.0,0.0,0.0,0,1,s42,11.616909030880052,1
143,0.0,0.0,0.0,0,1,s43,73.05379353806596,1
144,0.0,0.0,0.0,0,1,s44,61.769468746514285,0
145,0.0,0.0,0.0,0,1,s45,81.89738665841813,0
146,0.0,0.0,0.0,0,1,s46,34.38087529874873,1
147,0.0,0.0,0.0,0,1,s47,40.24976752760708,1
148,0.0,0.0,0.0,0,1,s48,71.88662334295277,1
149,0.0,0.0,0.0,0,1,s49,24.62330036670579,1
150,0.0,0.0,0.0,0,1,s50,87.41060285671354,0
151,0.0,0.0,0.0,0,1,s51,119.69847273099322,0
152,0.0,0.0,0.0,0,1,s52,95.29366170551296,1
153,0.0,0.0,0.0,0,1,s53,98.40078204567212,0
154,0.0,0.0,0.0,0,1,s54,46.43780438955731,1
155,0.0,0.0,0.0,0,1,s55,118.22772701434998,1
156,0.0,0.0,0.0,0,1,s56,106.8248200296343,0
157,0.0,0.0,0.0,0,1,s57,88.61801887301223,0
158,0.0,0.0,0.0,0,1,s58,85.01830773166729,0
159,0.0,0.0,0.0,0,1,s59,43.3207630356894,1
160,0.0,0.0,0.0,0,1,s60,83.77225537579847,1
161,0.0,0.0,0.0,0,1,s61,124.81729091120803,1
162,0.0,0.0,0.0,0,1,s62,71.94324569016025,0
163,0.0,0.0,0.0,0,1,s63,152.43510690063,0
164,0.0,0.0,0.0,0,1,s64,85.52153033099114,0
165,0.0,0.0,0.0,0,1,s65,96.95039886839103,1
166,0.0,0.0,0.0,0,1,s66,49.25146558343549,1
167,0.0,0.0,0.0,0,1,s67,75.27500405408973,0
168,0.0,0.0,0.0,0,1,s68,48.64726885121132,1
169,0.0,0.0,0.0,0,1,s69,66.2836170477781,0
170,0.0,0.0,0.0,0,1,s70,40.32280921470381,1
171,0.0,0.0,0.0,0,1,s71,121.9607119677008,0
172,0.0,0.0,0.0,0,1,s72,26.78674890086369,1
173,0.0,0.0,0.0,0,1,s73,68.32484704241341,1
174,0.0,0.0,0.0,0,1,s74,105.38527738915592,0
175,0.0,0.0,0.0,0,1,s75,76.29456737119114,1
176,0.0,0.0,0.0,0,1,s76,139.92211565258725,0
177,0.0,0.0,0.0,0,1,s77,58.11111741507683,0
178,0.0,0.0,0.0,0,1,s78,65.7221357895003,0
179,0.0,0.0,0.0,0,1,s79,63.90671257494193,0
180,0.0,0.0,0.0,0,1,s80,43.55473273631217,1
181,0.0,0.0,0.0,0,1,s81,120.0425857530019,0
182,0.0,0.0,0.0,0,1,s82,48.46111732524679,1
183,0.0,0.0,0.0,0,1,s83,32.45709537380097,1
184,0.0,0.0,0.0,0,1,s84,59.3810768154674,0
185,0.0,0.0,0.0,0,1,s85,39.62931179295293,1
186,0.0,0.0,0.0,0,1,s86,62.9130113934405,0
187,0.0,0.0,0.0,0,1,s87,102.15511488739313,1
188,0.0,0.0,0.0,0,1,s88,68.3710825429039,1
189,0.0,0.0,0.0,0,1,s89,46.71807051740073,1
190,0.0,0.0,0.0,0,1,s90,60.46320139295638,1
191,0.0,0.0,0.0,0,1,s91,78.61904802345035,1
192,0.0,0.0,0.0,0,1,s92,110.72702359490016,0
193,0.0,0.0,0.0,0,1,s93,41.19900370963044,1
194,0.0,0.0,0.0,0,1,s94,103.59916850860048,1
195,0.0,0.0,0.0,0,1,s95,85.33577441286991,1
196,0.0,0.0,0.0,0,1,s96,45.937306893198055,1
197,0.0,0.0,0.0,0,1,s97,40.64833557035966,1
198,0.0,0.0,0.0,0,1,s98,75.51344273724173,1
199,0.0,0.0,0.0,0,1,s99,68.89189042413598,0
200,0.0,0.0,0.0,0,2,s0,127.86827445244218,0
201,0.0,0.0,0.0,0,2,s1,99.6075181963836,0
202,0.0,0.0,0.0,0,2,s2,115.99147238937952,1
203,0.0,0.0,0.0,0,2,s3,98.86223464155088,0
204,0.0,0.0,0.0,0,2,s4,56.71784896948529,1
205,0.0,0.0,0.0,0,2,s5,93.65517235124308,0
206,0.0,0.0,0.0,0,2,s6,43.68291668248384,1
207,0.0,0.0,0.0,0,2,s7,39.44593887217334,1
208,0.0,0.0,0.0,0,2,s8,110.43150662672046,0
209,0.0,0.0,0.0,0,2,s9,49.76206761385893,1
210,0.0,0.0,0.0,0,2,s10,43.71596388649433,1
211,0.0,0.0,0.0,0,2,s11,103.3657195543187,0
212,0.0,0.0,0.0,0,2,s12,10.65349567872262,1
213,0.0,0.0,0.0,0,2,s13,96.81755375862052,0
214,0.0,0.0,0.0,0,2,s14,71.95887442553803,1
215,0.0,0.0,0.0,0,2,s15,97.6681089979,0
216,0.0,0.0,0.0,0,2,s16,54.60109158770531,1
217,0.0,0.0,0.0,0,2,s17,93.10474412299646,0
218,0.0,0.0,0.0,0,2,s18,59.76467385335484,1
219,0.0,0.0,0.0,0,2,s19,133.36805228998367,0
220,0.0,0.0,0.0,0,2,s20,23.829309709598164,1
221,0.0,0.0,0.0,0,2,s21,90.78359576025402,1
222,0.0,0.0,0.0,0,2,s22,76.1262926477773,1
223,0.0,0.0,0.0,0,2,s23,116.48324740524596,0
224,0.0,0.0,0.0,0,2,s24,52.89980317941006,0
225,0.0,0.0,0.0,0,2,s25,101.35002077580911,0
226,0.0,0.0,0.0,0,2,s26,66.2832523107652,1
227,0.0,0.0,0.0,0,2,s27,44.058170718245904,1
228,0.0,0.0,0.0,0,2,s28,49.67744878784012,1
229,0.0,0.0,0.0,0,2,s29,41.17264230728735,0
230,0.0,0.0,0.0,0,2,s30,33.9438854721859,1
231,0.0,0.0,0.0,0,2,s31,68.88354896218367,1
232,0.0,0.0,0.0,0,2,s32,105.36848253079394,0
233,0.0,0.0,0.0,0,2,s33,76.65989204224581,0
234,0.0,0.0,0.0,0,2,s34,36.59715414195487,1
235,0.0,0.0,0.0,0,2,s35,69.6652102982588,0
236,0.0,0.0,0.0,0,2,s36,87.5291238673226,1
237,0.0,0.0,0.0,0,2,s37,90.05972601056098,0
238,0.0,0.0,0.0,0,2,s38,60.67291281897072,1
239,0.0,0.0,0.0,0,2,s39,11.500347111865096,1
240,0.0,0.0,0.0,0,2,s40,23.68717615654046,1
241,0.0,0.0,0.0,0,2,s41,110.1298466894568,0
242,0.0,0.0,0.0,0,2,s42,11.616909030880052,1
243,0.0,0.0,0.0,0,2,s43,73.05379353806596,1
244,0.0,0.0,0.0,0,2,s44,61.769468746514285,0
245,0.0,0.0,0.0,0,2,s45,81.89738665841813,0
246,0.0,0.0,0.0,0,2,s46,34.38087529874873,1
247,0.0,0.0,0.0,0,2,s47,40.24976752760708,1
248,0.0,0.0,0.0,0,2,s48,71.88662334295277,1
249,0.0,0.0,0.0,0,2,s49,24.62330036670579,1
250,0.0,0.0,0.0,0,2,s50,87.41060285671354,0
251,0.0,0.0,0.0,0,2,s51,119.69847273099322,0
252,0.0,0.0,0.0,0,2,s52,95.29366170551296,1
253,0.0,0.0,0.0,0,2,s53,98.40078204567212,0
254,0.0,0.0,0.0,0,2,s54,46.43780438955731,1
255,0.0,0.0,0.0,0,2,s55,118.22772701434998,1
256,0.0,0.0,0.0,0,2,s56,106.8248200296343,0
257,0.0,0.0,0.0,0,2,s57,88.61801887301223,0
258,0.0,0.0,0.0,0,2,s58,85.01830773166729,0
259,0.0,0.0,0.0,0,2,s59,43.3207630356894,1
260,0.0,0.0,0.0,0,2,s60,83.77225537579847,1
261,0.0,0.0,0.0,0,2,s61,124.81729091120803,1
262,0.0,0.0,0.0,0,2,s62,71.94324569016025,0
263,0.0,0.0,0.0,0,2,s63,152.43510690063,0
264,0.0,0.0,0.0,0,2,s64,85.52153033099114,0
265,0.0,0.0,0.0,0,2,s65,96.95039886839103,1
266,0.0,0.0,0.0,0,2,s66,49.25146558343549,1
267,0.0,0.0,0.0,0,2,s67,75.27500405408973,0
268,0.0,0.0,0.0,0,2,s68,48.64726885121132,1
269,0.0,0.0,0.0,0,2,s69,66.2836170477781,0
270,0.0,0.0,0.0,0,2,s70,40.32280921470381,1
271,0.0,0.0,0.0,0,2,s71,121.9607119677008,0
272,0.0,0.0,0.0,0,2,s72,26.78674890086369,1
273,0.0,0.0,0.0,0,2,s73,68.32484704241341,1
274,0.0,0.0,0.0,0,2,s74,105.38527738915592,0
275,0.0,0.0,0.0,0,2,s75,76.29456737119114,1
276,0.0,0.0,0.0,0,2,s76,139.92211565258725,0
277,0.0,0.0,0.0,0,2,s77,58.11111741507683,0
278,0.0,0.0,0.0,0,2,s78,65.7221357895003,0
279,0.0,0.0,0.0,0,2,s79,63.90671257494193,0
280,0.0,0.0,0.0,0,2,s80,43.55473273631217,1
281,0.0,0.0,0.0,0,2,s81,120.0425857530019,0
282,0.0,0.0,0.0,0,2,s82,48.46111732524679,1
283,0.0,0.0,0.0,0,2,s83,32.45709537380097,1
284,0.0,0.0,0.0,0,2,s84,59.3810768154674,0
285,0.0,0.0,0.0,0,2,s85,39.62931179295293,1
286,0.0,0.0,0.0,0,2,s86,62.9130113934405,0
287,0.0,0.0,0.0,0,2,s87,102.15511488739313,1
288,0.0,0.0,0.0,0,2,s88,68.3710825429039,1
289,0.0,0.0,0.0,0,2,s89,46.71807051740073,1
290,0.0,0.0,0.0,0,2,s90,60.46320139295638,1
291,0.0,0.0,0.0,0,2,s91,78.61904802345035,1
292,0.0,0.0,0.0,0,2,s92,110.72702359490016,0
293,0.0,0.0,0.0,0,2,s93,41.19900370963044,1
294,0.0,0.0,0.0,0,2,s94,103.59916850860048,1
295,0.0,0.0,0.0,0,2,s95,85.33577441286991,1
296,0.0,0.0,0.0,0,2,s96,45.937306893198055,1
297,0.0,0.0,0.0,0,2,s97,40.64833557035966,1
298,0.0,0.0,0.0,0,2,s98,75.51344273724173,1
299,0.0,0.0,0.0,0,2,s99,68.89189042413598,0
300,0.0,0.0,0.0,0,3,s0,127.86827445244218,0
301,0.0,0.0,0.0,0,3,s1,99.6075181963836,0
302,0.0,0.0,0.0,0,3,s2,115.99147238937952,1
303,0.0,0.0,0.0,0,3,s3,98.86223464155088,0
304,0.0,0.0,0.0,0,3,s4,56.71784896948529,1
305,0.0,0.0,0.0,0,3,s5,93.65517235124308,0
306,0.0,0.0,0.0,0,3,s6,43.68291668248384,1
307,0.0,0.0,0.0,0,3,s7,39.44593887217334,1
308,0.0,0.0,0.0,0,3,s8,110.43150662672046,0
309,0.0,0.0,0.0,0,3,s9,49.76206761385893,1
310,0.0,0.0,0.0,0,3,s10,43.71596388649433,1
311,0.0,0.0,0.0,0,3,s11,103.3657195543187,0
312,0.0,0.0,0.0,0,3,s12,10.65349567872262,1
313,0.0,0.0,0.0,0,3,s13,96.81755375862052,0
314,0.0,0.0,0.0,0,3,s14,71.95887442553803,1
315,0.0,0.0,0.0,0,3,s15,97.6681089979,0
316,0.0,0.0,0.0,0,3,s16,54.60109158770531,1
317,0.0,0.0,0.0,0,3,s17,93.10474412299646,0
318,0.0,0.0,0.0,0,3,s18,59.76467385335484,1
